bujur	lintang	suhu
95	-11	301.6
95.5	-11	301.8
96	-11	302
96.5	-11	302.2
97	-11	302.3
97.5	-11	302.4
98	-11	302.4
98.5	-11	302.4
99	-11	302.2
99.5	-11	302.1
100	-11	302
100.5	-11	301.9
101	-11	301.6
101.5	-11	301.6
102	-11	301.7
102.5	-11	301.5
103	-11	301.5
103.5	-11	301.4
104	-11	301.8
104.5	-11	301.7
105	-11	301.7
105.5	-11	301.6
106	-11	301.6
106.5	-11	301.8
107	-11	301.8
107.5	-11	301.8
108	-11	301.6
108.5	-11	301.7
109	-11	301.6
109.5	-11	301.5
110	-11	301.5
110.5	-11	301.6
111	-11	301.5
111.5	-11	301.4
112	-11	301.4
112.5	-11	301.4
113	-11	301.2
113.5	-11	301.1
114	-11	301.1
114.5	-11	300.9
115	-11	301.2
115.5	-11	301.1
116	-11	301.1
116.5	-11	301.3
117	-11	301.3
117.5	-11	301.5
118	-11	301.5
118.5	-11	301.6
119	-11	301.6
119.5	-11	301.8
120	-11	301.8
120.5	-11	301.7
121	-11	301.6
121.5	-11	301.9
122	-11	301.8
122.5	-11	302
123	-11	302.6
123.5	-11	302.1
124	-11	301.6
124.5	-11	301.5
125	-11	301.6
125.5	-11	301.4
126	-11	301.7
126.5	-11	301.7
127	-11	301.9
127.5	-11	302.1
128	-11	302.1
128.5	-11	302
129	-11	302
129.5	-11	302
130	-11	302.2
130.5	-11	302.6
131	-11	302.2
131.5	-11	302.1
132	-11	302.3
132.5	-11	302.6
133	-11	302.4
133.5	-11	301
134	-11	300.4
134.5	-11	300.1
135	-11	299.8
135.5	-11	299.8
136	-11	300
136.5	-11	300.7
137	-11	300.7
137.5	-11	299.8
138	-11	299.8
138.5	-11	300.1
139	-11	300.2
139.5	-11	300
140	-11	299.8
140.5	-11	299.7
141	-11	299.5
141.5	-11	299.5
142	-11	300.3
95	-10.5	301.6
95.5	-10.5	301.8
96	-10.5	302.2
96.5	-10.5	302.2
97	-10.5	302.2
97.5	-10.5	302.6
98	-10.5	302.4
98.5	-10.5	302.4
99	-10.5	302.3
99.5	-10.5	302.3
100	-10.5	302.1
100.5	-10.5	301.9
101	-10.5	301.7
101.5	-10.5	301.8
102	-10.5	301.6
102.5	-10.5	301.7
103	-10.5	301.7
103.5	-10.5	301.7
104	-10.5	301.8
104.5	-10.5	301.9
105	-10.5	301.7
105.5	-10.5	301.4
106	-10.5	301.7
106.5	-10.5	301.8
107	-10.5	301.8
107.5	-10.5	301.9
108	-10.5	301.9
108.5	-10.5	301.7
109	-10.5	301.6
109.5	-10.5	301.5
110	-10.5	301.5
110.5	-10.5	301.4
111	-10.5	301.5
111.5	-10.5	301.5
112	-10.5	301.5
112.5	-10.5	301.4
113	-10.5	301.3
113.5	-10.5	301.1
114	-10.5	301
114.5	-10.5	301
115	-10.5	301
115.5	-10.5	301
116	-10.5	301.1
116.5	-10.5	301.1
117	-10.5	301.2
117.5	-10.5	301.4
118	-10.5	301.4
118.5	-10.5	301.6
119	-10.5	301.7
119.5	-10.5	301.8
120	-10.5	302.4
120.5	-10.5	302.3
121	-10.5	301.8
121.5	-10.5	302.3
122	-10.5	302.4
122.5	-10.5	301.8
123	-10.5	302.1
123.5	-10.5	302.6
124	-10.5	302.4
124.5	-10.5	302.1
125	-10.5	301.8
125.5	-10.5	301.7
126	-10.5	301.6
126.5	-10.5	301.7
127	-10.5	301.8
127.5	-10.5	301.8
128	-10.5	301.9
128.5	-10.5	301.8
129	-10.5	301.7
129.5	-10.5	301.6
130	-10.5	301.9
130.5	-10.5	301.8
131	-10.5	301.5
131.5	-10.5	301.5
132	-10.5	301.5
132.5	-10.5	301.7
133	-10.5	301.4
133.5	-10.5	301
134	-10.5	300.7
134.5	-10.5	300.4
135	-10.5	300.2
135.5	-10.5	300
136	-10.5	300.1
136.5	-10.5	300.3
137	-10.5	300.2
137.5	-10.5	300.2
138	-10.5	300.1
138.5	-10.5	300.1
139	-10.5	299.9
139.5	-10.5	300
140	-10.5	299.9
140.5	-10.5	299.6
141	-10.5	299.4
141.5	-10.5	299.5
142	-10.5	300.2
95	-10	301.4
95.5	-10	301.8
96	-10	301.9
96.5	-10	302.2
97	-10	302.3
97.5	-10	302.4
98	-10	302.4
98.5	-10	302.5
99	-10	302.3
99.5	-10	302.2
100	-10	302
100.5	-10	302.1
101	-10	302
101.5	-10	301.9
102	-10	302
102.5	-10	301.9
103	-10	301.9
103.5	-10	302.1
104	-10	302
104.5	-10	302
105	-10	302
105.5	-10	301.9
106	-10	301.9
106.5	-10	301.9
107	-10	302
107.5	-10	301.9
108	-10	301.7
108.5	-10	301.8
109	-10	301.6
109.5	-10	301.6
110	-10	301.5
110.5	-10	301.4
111	-10	301.5
111.5	-10	301.4
112	-10	301.3
112.5	-10	301.2
113	-10	301.2
113.5	-10	301.1
114	-10	300.9
114.5	-10	301
115	-10	300.9
115.5	-10	300.9
116	-10	301
116.5	-10	301
117	-10	301.1
117.5	-10	301.4
118	-10	301.4
118.5	-10	301.6
119	-10	302
119.5	-10	302.2
120	-10	299.8
120.5	-10	297.9
121	-10	302.3
121.5	-10	301.6
122	-10	301.6
122.5	-10	301.3
123	-10	301.6
123.5	-10	302.2
124	-10	298.6
124.5	-10	299.2
125	-10	302.3
125.5	-10	301.7
126	-10	301.7
126.5	-10	301.7
127	-10	301.7
127.5	-10	301.6
128	-10	301.6
128.5	-10	301.5
129	-10	301.4
129.5	-10	301.3
130	-10	301.4
130.5	-10	301.4
131	-10	301.4
131.5	-10	301.4
132	-10	301.5
132.5	-10	301.4
133	-10	301.2
133.5	-10	301
134	-10	300.9
134.5	-10	300.6
135	-10	300.5
135.5	-10	300.2
136	-10	300.3
136.5	-10	300.3
137	-10	300.2
137.5	-10	300.2
138	-10	300.2
138.5	-10	300.1
139	-10	300.1
139.5	-10	299.9
140	-10	299.8
140.5	-10	299.5
141	-10	299.4
141.5	-10	299.4
142	-10	300.2
95	-9.5	301.5
95.5	-9.5	301.8
96	-9.5	301.9
96.5	-9.5	302.1
97	-9.5	302.1
97.5	-9.5	302.3
98	-9.5	302.3
98.5	-9.5	302.5
99	-9.5	302.3
99.5	-9.5	302.2
100	-9.5	302.2
100.5	-9.5	302.1
101	-9.5	302.2
101.5	-9.5	302.1
102	-9.5	302
102.5	-9.5	302.1
103	-9.5	302.3
103.5	-9.5	302.2
104	-9.5	302.2
104.5	-9.5	302.3
105	-9.5	302.2
105.5	-9.5	302.2
106	-9.5	302.1
106.5	-9.5	302.1
107	-9.5	302
107.5	-9.5	301.9
108	-9.5	301.8
108.5	-9.5	301.7
109	-9.5	301.7
109.5	-9.5	301.6
110	-9.5	301.4
110.5	-9.5	301.5
111	-9.5	301.4
111.5	-9.5	301.4
112	-9.5	301.4
112.5	-9.5	301.2
113	-9.5	301.2
113.5	-9.5	301.1
114	-9.5	301
114.5	-9.5	300.9
115	-9.5	300.8
115.5	-9.5	300.8
116	-9.5	300.9
116.5	-9.5	301
117	-9.5	301.2
117.5	-9.5	301.3
118	-9.5	301.4
118.5	-9.5	301.6
119	-9.5	301.9
119.5	-9.5	299.4
120	-9.5	299.8
120.5	-9.5	302.4
121	-9.5	301.9
121.5	-9.5	301.7
122	-9.5	301.4
122.5	-9.5	301.3
123	-9.5	301.3
123.5	-9.5	301.9
124	-9.5	299.7
124.5	-9.5	297.1
125	-9.5	299.4
125.5	-9.5	302.2
126	-9.5	302.1
126.5	-9.5	301.9
127	-9.5	301.7
127.5	-9.5	301.7
128	-9.5	301.4
128.5	-9.5	301.4
129	-9.5	301.3
129.5	-9.5	301.2
130	-9.5	301.3
130.5	-9.5	301.3
131	-9.5	301.3
131.5	-9.5	301.2
132	-9.5	301.3
132.5	-9.5	301.3
133	-9.5	301.2
133.5	-9.5	301
134	-9.5	300.9
134.5	-9.5	300.9
135	-9.5	300.7
135.5	-9.5	300.5
136	-9.5	300.4
136.5	-9.5	300.4
137	-9.5	300.4
137.5	-9.5	300.4
138	-9.5	300.3
138.5	-9.5	300.4
139	-9.5	300
139.5	-9.5	299.9
140	-9.5	299.8
140.5	-9.5	299.8
141	-9.5	299.9
141.5	-9.5	299.7
142	-9.5	299.7
95	-9	301.6
95.5	-9	301.8
96	-9	302
96.5	-9	302.1
97	-9	302.3
97.5	-9	302.2
98	-9	302.4
98.5	-9	302.4
99	-9	302.4
99.5	-9	302.5
100	-9	302.3
100.5	-9	302.2
101	-9	302.4
101.5	-9	302.2
102	-9	302.4
102.5	-9	302.3
103	-9	302.2
103.5	-9	302.2
104	-9	302.4
104.5	-9	302.4
105	-9	302.4
105.5	-9	302.3
106	-9	302.2
106.5	-9	302.2
107	-9	302.1
107.5	-9	302
108	-9	301.7
108.5	-9	301.7
109	-9	301.6
109.5	-9	301.5
110	-9	301.4
110.5	-9	301.3
111	-9	301.3
111.5	-9	301.4
112	-9	301.3
112.5	-9	301.2
113	-9	301.2
113.5	-9	301.1
114	-9	300.9
114.5	-9	301.1
115	-9	300.9
115.5	-9	300.9
116	-9	301
116.5	-9	301.1
117	-9	298.2
117.5	-9	298.6
118	-9	301.4
118.5	-9	301.4
119	-9	301.6
119.5	-9	301.6
120	-9	301.9
120.5	-9	302
121	-9	301.7
121.5	-9	302.4
122	-9	302.4
122.5	-9	302.1
123	-9	301.7
123.5	-9	301.6
124	-9	301.7
124.5	-9	302
125	-9	300.9
125.5	-9	293.3
126	-9	301.5
126.5	-9	302.7
127	-9	302.1
127.5	-9	301.8
128	-9	301.5
128.5	-9	301.5
129	-9	301.4
129.5	-9	301.4
130	-9	301.4
130.5	-9	301.6
131	-9	301.5
131.5	-9	301.3
132	-9	301.2
132.5	-9	301.1
133	-9	301
133.5	-9	301.1
134	-9	300.9
134.5	-9	300.7
135	-9	300.8
135.5	-9	300.7
136	-9	300.7
136.5	-9	300.5
137	-9	300.6
137.5	-9	300.8
138	-9	300.7
138.5	-9	300.7
139	-9	300.2
139.5	-9	299.9
140	-9	299.8
140.5	-9	300.4
141	-9	303.1
141.5	-9	301.9
142	-9	302.9
95	-8.5	301.6
95.5	-8.5	301.7
96	-8.5	302
96.5	-8.5	302.2
97	-8.5	302.2
97.5	-8.5	302.4
98	-8.5	302.4
98.5	-8.5	302.5
99	-8.5	302.5
99.5	-8.5	302.5
100	-8.5	302.6
100.5	-8.5	302.4
101	-8.5	302.4
101.5	-8.5	302.3
102	-8.5	302.4
102.5	-8.5	302.3
103	-8.5	302.2
103.5	-8.5	302.3
104	-8.5	302.4
104.5	-8.5	302.3
105	-8.5	302.3
105.5	-8.5	302.2
106	-8.5	302.2
106.5	-8.5	302
107	-8.5	301.9
107.5	-8.5	301.8
108	-8.5	301.7
108.5	-8.5	301.7
109	-8.5	301.5
109.5	-8.5	301.4
110	-8.5	301.3
110.5	-8.5	301.2
111	-8.5	301.2
111.5	-8.5	301.2
112	-8.5	301.2
112.5	-8.5	301
113	-8.5	301.2
113.5	-8.5	301
114	-8.5	297.2
114.5	-8.5	301.3
115	-8.5	299.5
115.5	-8.5	300
116	-8.5	301.3
116.5	-8.5	295.7
117	-8.5	300.1
117.5	-8.5	301.4
118	-8.5	301.8
118.5	-8.5	298
119	-8.5	299.4
119.5	-8.5	302
120	-8.5	300
120.5	-8.5	296.1
121	-8.5	299.4
121.5	-8.5	302.7
122	-8.5	302.3
122.5	-8.5	301.8
123	-8.5	302.2
123.5	-8.5	298.6
124	-8.5	301.2
124.5	-8.5	302.1
125	-8.5	302.6
125.5	-8.5	302.3
126	-8.5	302.3
126.5	-8.5	299.9
127	-8.5	298.6
127.5	-8.5	302.2
128	-8.5	302.1
128.5	-8.5	302.3
129	-8.5	302.1
129.5	-8.5	301.7
130	-8.5	301.9
130.5	-8.5	301.8
131	-8.5	302
131.5	-8.5	301.6
132	-8.5	301.1
132.5	-8.5	300.9
133	-8.5	300.9
133.5	-8.5	300.8
134	-8.5	300.9
134.5	-8.5	300.9
135	-8.5	300.7
135.5	-8.5	300.7
136	-8.5	300.6
136.5	-8.5	300.7
137	-8.5	300.9
137.5	-8.5	301.6
138	-8.5	301.6
138.5	-8.5	301.5
139	-8.5	301.1
139.5	-8.5	300.2
140	-8.5	300.5
140.5	-8.5	303.3
141	-8.5	302
141.5	-8.5	302.1
142	-8.5	300.5
95	-8	301.7
95.5	-8	301.9
96	-8	302
96.5	-8	302.3
97	-8	302.3
97.5	-8	302.3
98	-8	302.5
98.5	-8	302.5
99	-8	302.7
99.5	-8	302.6
100	-8	302.5
100.5	-8	302.5
101	-8	302.5
101.5	-8	302.4
102	-8	302.4
102.5	-8	302.4
103	-8	302.4
103.5	-8	302.4
104	-8	302.4
104.5	-8	302.4
105	-8	302.4
105.5	-8	302.2
106	-8	302
106.5	-8	301.8
107	-8	301.8
107.5	-8	301.5
108	-8	301.3
108.5	-8	301.1
109	-8	301.1
109.5	-8	301.1
110	-8	300.9
110.5	-8	299
111	-8	298.5
111.5	-8	298.6
112	-8	300
112.5	-8	295.6
113	-8	290.9
113.5	-8	293.4
114	-8	294.1
114.5	-8	302.2
115	-8	302.2
115.5	-8	301.9
116	-8	301.5
116.5	-8	301.6
117	-8	301.4
117.5	-8	301.6
118	-8	301.5
118.5	-8	301.6
119	-8	301.8
119.5	-8	301.6
120	-8	301.9
120.5	-8	302.1
121	-8	302.1
121.5	-8	302.2
122	-8	302.2
122.5	-8	302.3
123	-8	302.6
123.5	-8	302.6
124	-8	302.3
124.5	-8	302.6
125	-8	302.8
125.5	-8	302.3
126	-8	301.8
126.5	-8	302.1
127	-8	302.2
127.5	-8	302.1
128	-8	302.4
128.5	-8	302.3
129	-8	302.1
129.5	-8	302.5
130	-8	302.5
130.5	-8	301.6
131	-8	302.3
131.5	-8	302
132	-8	301.2
132.5	-8	300.7
133	-8	300.5
133.5	-8	300.6
134	-8	300.7
134.5	-8	300.8
135	-8	300.7
135.5	-8	300.5
136	-8	300.5
136.5	-8	300.5
137	-8	300.7
137.5	-8	301.2
138	-8	303.4
138.5	-8	302.9
139	-8	301.7
139.5	-8	303.4
140	-8	303
140.5	-8	301.5
141	-8	301.1
141.5	-8	300.9
142	-8	301.3
95	-7.5	301.9
95.5	-7.5	302
96	-7.5	302.1
96.5	-7.5	302.3
97	-7.5	302.4
97.5	-7.5	302.5
98	-7.5	302.6
98.5	-7.5	302.6
99	-7.5	302.8
99.5	-7.5	302.8
100	-7.5	302.7
100.5	-7.5	302.6
101	-7.5	302.6
101.5	-7.5	302.6
102	-7.5	302.7
102.5	-7.5	302.6
103	-7.5	302.5
103.5	-7.5	302.7
104	-7.5	302.6
104.5	-7.5	302.3
105	-7.5	302.5
105.5	-7.5	302.1
106	-7.5	301.8
106.5	-7.5	301.3
107	-7.5	300.8
107.5	-7.5	299.1
108	-7.5	295.3
108.5	-7.5	296.6
109	-7.5	298.1
109.5	-7.5	298.7
110	-7.5	295.8
110.5	-7.5	295
111	-7.5	299.5
111.5	-7.5	300.8
112	-7.5	300
112.5	-7.5	301.2
113	-7.5	302.4
113.5	-7.5	302.2
114	-7.5	302.2
114.5	-7.5	301.8
115	-7.5	301.5
115.5	-7.5	301.4
116	-7.5	301.4
116.5	-7.5	301.3
117	-7.5	301.4
117.5	-7.5	301.5
118	-7.5	301.4
118.5	-7.5	301.4
119	-7.5	301.3
119.5	-7.5	301.4
120	-7.5	301.4
120.5	-7.5	301.8
121	-7.5	302.1
121.5	-7.5	302.1
122	-7.5	302.4
122.5	-7.5	302.2
123	-7.5	302.1
123.5	-7.5	302.3
124	-7.5	302.1
124.5	-7.5	301.8
125	-7.5	301.9
125.5	-7.5	301.9
126	-7.5	302.6
126.5	-7.5	302.4
127	-7.5	302.1
127.5	-7.5	302.4
128	-7.5	301.7
128.5	-7.5	301.9
129	-7.5	301.6
129.5	-7.5	302.3
130	-7.5	302
130.5	-7.5	301.7
131	-7.5	302.5
131.5	-7.5	302.4
132	-7.5	301.4
132.5	-7.5	300.7
133	-7.5	300.3
133.5	-7.5	300.3
134	-7.5	300.7
134.5	-7.5	300.9
135	-7.5	300.8
135.5	-7.5	300.4
136	-7.5	300.3
136.5	-7.5	300.3
137	-7.5	300.4
137.5	-7.5	300.7
138	-7.5	301.1
138.5	-7.5	301.8
139	-7.5	301.8
139.5	-7.5	301.3
140	-7.5	300.8
140.5	-7.5	300.8
141	-7.5	300.3
141.5	-7.5	300.2
142	-7.5	301.4
95	-7	302
95.5	-7	302.2
96	-7	302.4
96.5	-7	302.4
97	-7	302.8
97.5	-7	302.6
98	-7	302.7
98.5	-7	302.9
99	-7	302.9
99.5	-7	302.9
100	-7	302.8
100.5	-7	302.8
101	-7	302.8
101.5	-7	302.7
102	-7	302.7
102.5	-7	302.6
103	-7	302.6
103.5	-7	302.6
104	-7	302.5
104.5	-7	302.6
105	-7	302.2
105.5	-7	301.9
106	-7	301.7
106.5	-7	299.5
107	-7	294.9
107.5	-7	295.2
108	-7	295.6
108.5	-7	296.4
109	-7	300.2
109.5	-7	300.8
110	-7	299.5
110.5	-7	300.4
111	-7	298.2
111.5	-7	298.5
112	-7	299.2
112.5	-7	301.1
113	-7	300.8
113.5	-7	300.7
114	-7	302.8
114.5	-7	301.9
115	-7	301.6
115.5	-7	301.6
116	-7	301.4
116.5	-7	301.3
117	-7	301.3
117.5	-7	301.3
118	-7	301.3
118.5	-7	301.2
119	-7	301.3
119.5	-7	301.3
120	-7	301.5
120.5	-7	301.7
121	-7	301.9
121.5	-7	301.9
122	-7	302.1
122.5	-7	302.1
123	-7	301.9
123.5	-7	302
124	-7	301.9
124.5	-7	301.7
125	-7	301.8
125.5	-7	301.8
126	-7	301.7
126.5	-7	302
127	-7	301.8
127.5	-7	301.7
128	-7	301.7
128.5	-7	302.6
129	-7	301.9
129.5	-7	302.1
130	-7	301.5
130.5	-7	301.1
131	-7	301.1
131.5	-7	302.2
132	-7	301.9
132.5	-7	300.6
133	-7	299.7
133.5	-7	300.3
134	-7	301.1
134.5	-7	301.7
135	-7	300.7
135.5	-7	300.2
136	-7	300.1
136.5	-7	300
137	-7	300
137.5	-7	300.1
138	-7	300.1
138.5	-7	300.7
139	-7	301
139.5	-7	300.7
140	-7	300.6
140.5	-7	300.4
141	-7	300.9
141.5	-7	300.7
142	-7	301.4
95	-6.5	302.2
95.5	-6.5	302.5
96	-6.5	302.5
96.5	-6.5	302.6
97	-6.5	302.6
97.5	-6.5	302.9
98	-6.5	302.8
98.5	-6.5	302.9
99	-6.5	303
99.5	-6.5	303
100	-6.5	303
100.5	-6.5	303
101	-6.5	303
101.5	-6.5	302.9
102	-6.5	302.7
102.5	-6.5	302.7
103	-6.5	302.8
103.5	-6.5	302.7
104	-6.5	302.6
104.5	-6.5	302.6
105	-6.5	302.3
105.5	-6.5	302.4
106	-6.5	299.3
106.5	-6.5	298.8
107	-6.5	298.4
107.5	-6.5	299.6
108	-6.5	300.3
108.5	-6.5	301.3
109	-6.5	302.4
109.5	-6.5	302.4
110	-6.5	302.4
110.5	-6.5	302.5
111	-6.5	301.1
111.5	-6.5	302.4
112	-6.5	302.1
112.5	-6.5	302.1
113	-6.5	301.9
113.5	-6.5	301.7
114	-6.5	301.7
114.5	-6.5	301.7
115	-6.5	301.5
115.5	-6.5	301.4
116	-6.5	301.2
116.5	-6.5	301.1
117	-6.5	301.2
117.5	-6.5	301.3
118	-6.5	301.1
118.5	-6.5	301.1
119	-6.5	301.2
119.5	-6.5	301.3
120	-6.5	301.4
120.5	-6.5	301.6
121	-6.5	301.7
121.5	-6.5	301.9
122	-6.5	301.9
122.5	-6.5	302.1
123	-6.5	302.1
123.5	-6.5	302
124	-6.5	302.1
124.5	-6.5	302
125	-6.5	301.8
125.5	-6.5	301.8
126	-6.5	302
126.5	-6.5	302.4
127	-6.5	302.1
127.5	-6.5	301.7
128	-6.5	301.6
128.5	-6.5	301.6
129	-6.5	301.6
129.5	-6.5	302.2
130	-6.5	302
130.5	-6.5	301.1
131	-6.5	300.8
131.5	-6.5	301.5
132	-6.5	300.6
132.5	-6.5	300.3
133	-6.5	300.1
133.5	-6.5	299.9
134	-6.5	301.2
134.5	-6.5	303.8
135	-6.5	301.3
135.5	-6.5	300.2
136	-6.5	299.8
136.5	-6.5	299.7
137	-6.5	299.4
137.5	-6.5	299.8
138	-6.5	300
138.5	-6.5	300.7
139	-6.5	300.7
139.5	-6.5	300.7
140	-6.5	300.5
140.5	-6.5	300.2
141	-6.5	300.2
141.5	-6.5	300.7
142	-6.5	300.9
95	-6	302.5
95.5	-6	302.6
96	-6	302.6
96.5	-6	302.9
97	-6	303
97.5	-6	302.9
98	-6	303
98.5	-6	303.2
99	-6	303.1
99.5	-6	303.1
100	-6	303.1
100.5	-6	303.1
101	-6	303
101.5	-6	302.9
102	-6	302.7
102.5	-6	302.7
103	-6	302.9
103.5	-6	302.9
104	-6	302.6
104.5	-6	302.2
105	-6	302.4
105.5	-6	302.5
106	-6	301.6
106.5	-6	302.5
107	-6	302.6
107.5	-6	302.6
108	-6	302.6
108.5	-6	302.4
109	-6	302.3
109.5	-6	302.3
110	-6	302.3
110.5	-6	302.3
111	-6	302.1
111.5	-6	302
112	-6	302
112.5	-6	302
113	-6	301.8
113.5	-6	301.5
114	-6	301.5
114.5	-6	301.5
115	-6	301.4
115.5	-6	301.2
116	-6	301.2
116.5	-6	301.1
117	-6	301.1
117.5	-6	301.1
118	-6	301.2
118.5	-6	301.2
119	-6	301.2
119.5	-6	301.3
120	-6	301.3
120.5	-6	301.5
121	-6	301.7
121.5	-6	301.9
122	-6	301.9
122.5	-6	302
123	-6	302.1
123.5	-6	302.1
124	-6	302.3
124.5	-6	302.3
125	-6	302
125.5	-6	301.9
126	-6	302
126.5	-6	302
127	-6	302
127.5	-6	301.7
128	-6	301.4
128.5	-6	301.3
129	-6	301.3
129.5	-6	301.5
130	-6	301.8
130.5	-6	301.1
131	-6	300.4
131.5	-6	300.5
132	-6	300.8
132.5	-6	301.3
133	-6	300.9
133.5	-6	299.8
134	-6	300.9
134.5	-6	304
135	-6	300.9
135.5	-6	299.9
136	-6	299.4
136.5	-6	299.5
137	-6	299.4
137.5	-6	299.6
138	-6	299.9
138.5	-6	301.2
139	-6	301
139.5	-6	301
140	-6	300.8
140.5	-6	300.9
141	-6	300.5
141.5	-6	298.8
142	-6	299.1
95	-5.5	302.6
95.5	-5.5	302.6
96	-5.5	302.8
96.5	-5.5	302.8
97	-5.5	303
97.5	-5.5	303
98	-5.5	303.1
98.5	-5.5	303
99	-5.5	303.2
99.5	-5.5	303.3
100	-5.5	303.1
100.5	-5.5	303.1
101	-5.5	303.1
101.5	-5.5	302.9
102	-5.5	302.6
102.5	-5.5	302.5
103	-5.5	302.9
103.5	-5.5	302.7
104	-5.5	302.3
104.5	-5.5	296.2
105	-5.5	295.4
105.5	-5.5	299
106	-5.5	302.9
106.5	-5.5	302.8
107	-5.5	302.7
107.5	-5.5	302.6
108	-5.5	302.4
108.5	-5.5	302.3
109	-5.5	302.1
109.5	-5.5	302.1
110	-5.5	302.2
110.5	-5.5	302.1
111	-5.5	302
111.5	-5.5	301.9
112	-5.5	301.9
112.5	-5.5	301.9
113	-5.5	301.7
113.5	-5.5	301.6
114	-5.5	301.5
114.5	-5.5	301.6
115	-5.5	301.3
115.5	-5.5	301.3
116	-5.5	301.1
116.5	-5.5	301.2
117	-5.5	301.1
117.5	-5.5	301.1
118	-5.5	301.2
118.5	-5.5	301.1
119	-5.5	301.2
119.5	-5.5	303.2
120	-5.5	299.3
120.5	-5.5	301.4
121	-5.5	301.9
121.5	-5.5	301.8
122	-5.5	300.8
122.5	-5.5	301.7
123	-5.5	302
123.5	-5.5	302.2
124	-5.5	302.3
124.5	-5.5	302.4
125	-5.5	302.2
125.5	-5.5	302
126	-5.5	301.9
126.5	-5.5	301.9
127	-5.5	301.8
127.5	-5.5	301.6
128	-5.5	301.4
128.5	-5.5	301.2
129	-5.5	301.1
129.5	-5.5	301.1
130	-5.5	301
130.5	-5.5	300.6
131	-5.5	300.2
131.5	-5.5	300.5
132	-5.5	301.7
132.5	-5.5	301.4
133	-5.5	301.3
133.5	-5.5	300
134	-5.5	300.4
134.5	-5.5	302.1
135	-5.5	300.3
135.5	-5.5	299.4
136	-5.5	299.5
136.5	-5.5	299.7
137	-5.5	299.7
137.5	-5.5	300
138	-5.5	301.3
138.5	-5.5	301.7
139	-5.5	301.2
139.5	-5.5	301.3
140	-5.5	301.4
140.5	-5.5	301.1
141	-5.5	299.5
141.5	-5.5	300.4
142	-5.5	300.3
95	-5	302.9
95.5	-5	302.9
96	-5	303
96.5	-5	303
97	-5	303.1
97.5	-5	303.1
98	-5	303.2
98.5	-5	303.2
99	-5	303.2
99.5	-5	303.2
100	-5	303.3
100.5	-5	303.3
101	-5	303.2
101.5	-5	303.2
102	-5	303
102.5	-5	303
103	-5	302.9
103.5	-5	302.5
104	-5	292.8
104.5	-5	292.9
105	-5	297.5
105.5	-5	297.9
106	-5	303
106.5	-5	303
107	-5	302.9
107.5	-5	302.6
108	-5	302.4
108.5	-5	302.3
109	-5	302.2
109.5	-5	302.1
110	-5	302.1
110.5	-5	302
111	-5	302.1
111.5	-5	301.9
112	-5	301.9
112.5	-5	301.8
113	-5	301.7
113.5	-5	301.6
114	-5	301.5
114.5	-5	301.6
115	-5	301.5
115.5	-5	301.5
116	-5	301.3
116.5	-5	301.2
117	-5	301.3
117.5	-5	301.3
118	-5	301.3
118.5	-5	301.4
119	-5	301.5
119.5	-5	303.4
120	-5	299.9
120.5	-5	301.7
121	-5	301.9
121.5	-5	301.8
122	-5	301.7
122.5	-5	300.7
123	-5	301.5
123.5	-5	302.2
124	-5	302.1
124.5	-5	302.3
125	-5	302.1
125.5	-5	302
126	-5	301.9
126.5	-5	301.9
127	-5	301.7
127.5	-5	301.7
128	-5	301.3
128.5	-5	301.3
129	-5	301.3
129.5	-5	301.5
130	-5	301.4
130.5	-5	300.8
131	-5	300.4
131.5	-5	301
132	-5	301.4
132.5	-5	300.1
133	-5	300.2
133.5	-5	299.8
134	-5	299.4
134.5	-5	300.1
135	-5	299.8
135.5	-5	299.7
136	-5	300
136.5	-5	300.6
137	-5	300.8
137.5	-5	302.3
138	-5	302.8
138.5	-5	301
139	-5	300.9
139.5	-5	299.4
140	-5	300.6
140.5	-5	293
141	-5	286.4
141.5	-5	295.8
142	-5	291.1
95	-4.5	302.9
95.5	-4.5	302.9
96	-4.5	303
96.5	-4.5	303
97	-4.5	303
97.5	-4.5	303.2
98	-4.5	303.3
98.5	-4.5	303.3
99	-4.5	303.3
99.5	-4.5	303.3
100	-4.5	303.3
100.5	-4.5	303.2
101	-4.5	303.2
101.5	-4.5	303.3
102	-4.5	303.2
102.5	-4.5	302.9
103	-4.5	299.4
103.5	-4.5	291.9
104	-4.5	295.4
104.5	-4.5	297.2
105	-4.5	297.9
105.5	-4.5	297.8
106	-4.5	303.1
106.5	-4.5	303
107	-4.5	302.8
107.5	-4.5	302.6
108	-4.5	302.4
108.5	-4.5	302.3
109	-4.5	302.1
109.5	-4.5	302
110	-4.5	302.1
110.5	-4.5	302.1
111	-4.5	302.2
111.5	-4.5	302.1
112	-4.5	302.1
112.5	-4.5	301.9
113	-4.5	301.8
113.5	-4.5	301.8
114	-4.5	301.6
114.5	-4.5	301.8
115	-4.5	301.6
115.5	-4.5	301.6
116	-4.5	301.5
116.5	-4.5	301.3
117	-4.5	301.2
117.5	-4.5	301.3
118	-4.5	301.4
118.5	-4.5	301.6
119	-4.5	301.7
119.5	-4.5	301.9
120	-4.5	300.3
120.5	-4.5	301.8
121	-4.5	302.1
121.5	-4.5	301.2
122	-4.5	300.8
122.5	-4.5	301.9
123	-4.5	299.5
123.5	-4.5	302
124	-4.5	301.9
124.5	-4.5	302.1
125	-4.5	302.1
125.5	-4.5	301.9
